└─$ cat selected.txt commands.txt 
copy.txt:1:USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
copy.txt:202:stefx       3228  1.4  1.1 34326540 184780 pts/0 Sl+  06:37   6:32 /usr/share/discord/Discord --type=gpu-process --crashpad-handler-pid=3187 --enable-crash-reporter=52ad9d65-0878-43b0-a593-45810fea045c,no_channel --user-data-dir=/home/stefx/.config/discord --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,13624429748641503284,8469413862097504753,262144 --enable-features=kWebSQLAccess --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version
copy.txt:203:stefx       3237  0.0  0.0 609680  7168 ?        Ssl  06:37   0:00 /usr/libexec/xdg-document-portal
copy.txt:204:stefx       3241  0.0  0.0 311132  6912 ?        Ssl  06:37   0:00 /usr/libexec/xdg-permission-store
copy.txt:205:root        3248  0.0  0.0   2496  1664 ?        Ss   06:37   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
copy.txt:206:stefx       3253  0.0  0.1 412180 21928 ?        Ssl  06:37   0:00 /usr/libexec/xdg-desktop-portal-gtk
copy.txt:207:stefx       3267  0.0  0.4 33885864 77184 pts/0  Sl+  06:37   0:09 /usr/share/discord/Discord --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3187 --enable-crash-reporter=52ad9d65-0878-43b0-a593-45810fea045c,no_channel --user-data-dir=/home/stefx/.config/discord --secure-schemes=disclip --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13624429748641503284,8469413862097504753,262144 --enable-features=kWebSQLAccess --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version
copy.txt:208:root        3364  0.0  0.0 611508  8064 ?        Ssl  06:37   0:00 /usr/sbin/pcscd --foreground --auto-exit
copy.txt:209:stefx       3396  4.2  2.4 1203857928 399124 pts/0 Sl+ 06:37  18:49 /usr/share/discord/Discord --type=renderer --crashpad-handler-pid=3187 --enable-crash-reporter=52ad9d65-0878-43b0-a593-45810fea045c,no_channel --user-data-dir=/home/stefx/.config/discord --secure-schemes=disclip --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip --app-path=/usr/share/discord/resources/app.asar --no-sandbox --no-zygote --autoplay-policy=no-user-gesture-required --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1718771143760488 --launch-time-ticks=692751392 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13624429748641503284,8469413862097504753,262144 --enable-features=kWebSQLAccess --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-node-leakage-in-renderers
copy.txt:210:stefx       3472  0.0  0.3 33930488 59904 pts/0  Sl+  06:37   0:01 /usr/share/discord/Discord --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=3187 --enable-crash-reporter=52ad9d65-0878-43b0-a593-45810fea045c,no_channel --user-data-dir=/home/stefx/.config/discord --secure-schemes=disclip --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,13624429748641503284,8469413862097504753,262144 --enable-features=kWebSQLAccess --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version
copy.txt:211:stefx       3642  0.0  0.0  14012  6948 pts/1    Ss   06:37   0:00 /usr/bin/zsh
copy.txt:212:stefx       3803  0.6  2.7 3373368 457156 pts/1  Sl+  06:37   2:55 ./betterbird
copy.txt:213:stefx       4040  0.0  0.6 2439696 98796 pts/1   Sl+  06:37   0:00 /home/stefx/Programs/betterbird/betterbird-bin -contentproc -childID 1 -isForBrowser -prefsLen 7503 -prefMapSize 253320 -jsInitLen 240916 -parentBuildID 20240610131810 -appDir /home/stefx/Programs/betterbird {2510b590-77e6-43c5-a91d-a85907ecbbf5} 3803 tab
copy.txt:214:stefx       4424  0.0  0.0  10692  6064 pts/2    Ss   06:38   0:00 /usr/bin/zsh
copy.txt:215:stefx       4466  0.8  1.7 34312320 280928 pts/2 SLl+ 06:38   3:37 /opt/vivaldi/vivaldi-bin
copy.txt:216:stefx       4469  0.0  0.0  15020  2816 pts/2    S+   06:38   0:00 cat
copy.txt:217:stefx       4470  0.0  0.0  15020  2688 pts/2    S+   06:38   0:00 cat
copy.txt:218:stefx       4480  0.0  0.0 33583428 3968 ?       Sl   06:38   0:00 /opt/vivaldi/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/stefx/.config/vivaldi/Crash Reports --url=https://crash.vivaldi.com/submit --annotation=channel=stable --annotation=lsb-release=Kali GNU/Linux Rolling --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=6.7.3329.41 --initial-client-fd=5 --shared-client-connection
copy.txt:219:stefx       4482  0.0  0.0 33575216 3584 ?       Sl   06:38   0:00 /opt/vivaldi/chrome_crashpad_handler --no-periodic-tasks --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/home/stefx/.config/vivaldi/Crash Reports --url=https://crash.vivaldi.com/submit --annotation=channel=stable --annotation=lsb-release=Kali GNU/Linux Rolling --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=6.7.3329.41 --initial-client-fd=4 --shared-client-connection
copy.txt:220:stefx       4488  0.0  0.3 33937824 59264 pts/2  S+   06:38   0:00 /opt/vivaldi/vivaldi-bin --type=zygote --no-zygote-sandbox --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable
copy.txt:221:stefx       4489  0.0  0.3 33937816 59520 pts/2  S+   06:38   0:00 /opt/vivaldi/vivaldi-bin --type=zygote --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable
copy.txt:222:stefx       4491  0.0  0.0 33937844 15960 pts/2  S+   06:38   0:00 /opt/vivaldi/vivaldi-bin --type=zygote --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable
copy.txt:223:stefx       4520  7.4  1.6 34494276 267476 pts/2 Sl+  06:38  33:11 /opt/vivaldi/vivaldi-bin --type=gpu-process --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --running-vivaldi --shared-files --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:224:stefx       4523  0.6  0.7 33971200 121044 pts/2 Sl+  06:38   2:43 /opt/vivaldi/vivaldi-bin --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --running-vivaldi --service-sandbox-type=none --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:225:stefx       4565  0.0  0.3 33996768 54396 pts/2  Sl+  06:38   0:01 /opt/vivaldi/vivaldi-bin --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --running-vivaldi --service-sandbox-type=utility --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:226:stefx       4613  2.7  1.5 1191446208 247548 pts/2 Sl+ 06:38  12:27 /opt/vivaldi/vivaldi-bin --type=renderer --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --extension-process --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1718771143760489 --running-vivaldi --launch-time-ticks=776714538 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:227:stefx       4780  0.3  0.4 34085592 80884 pts/2  Sl+  06:38   1:25 /opt/vivaldi/vivaldi-bin --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --running-vivaldi --service-sandbox-type=none --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:228:stefx       9475  0.3  0.6 913420 111968 ?       Sl   06:48   1:22 /usr/bin/qterminal
copy.txt:229:stefx       9478  0.1  0.0  16868 10144 pts/3    Ss   06:48   0:27 /usr/bin/zsh
copy.txt:230:root       12283  0.0  0.0      0     0 ?        I    06:50   0:01 [kworker/1:1-events]
copy.txt:231:root       20592  0.0  0.0      0     0 ?        I    07:07   0:00 [kworker/1:2-events_freezable_power_]
copy.txt:232:stefx      84018  0.0  1.1 1187058392 184544 pts/2 Sl+ 09:13   0:09 /opt/vivaldi/vivaldi-bin --type=renderer --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=66 --time-ticks-at-unix-epoch=-1718771143760489 --running-vivaldi --launch-time-ticks=10093034252 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:233:stefx      84051  0.0  0.6 1187045480 112676 pts/2 Sl+ 09:13   0:00 /opt/vivaldi/vivaldi-bin --type=renderer --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=67 --time-ticks-at-unix-epoch=-1718771143760489 --running-vivaldi --launch-time-ticks=10095718567 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:234:stefx      92490  0.0  0.0 460220  8192 ?        Sl   09:30   0:00 /usr/libexec/gvfsd-network --spawner :1.21 /org/gtk/gvfs/exec_spaw/1
copy.txt:235:stefx      92515  0.0  0.0 388688  8576 ?        Sl   09:30   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.21 /org/gtk/gvfs/exec_spaw/3
copy.txt:236:stefx      98281  0.7  1.4 1187093988 240516 pts/2 Sl+ 09:42   1:55 /opt/vivaldi/vivaldi-bin --type=renderer --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1718771143760489 --running-vivaldi --launch-time-ticks=11792453504 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:237:stefx     101778  0.0  0.8 1187073048 131916 pts/2 Sl+ 09:49   0:00 /opt/vivaldi/vivaldi-bin --type=renderer --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=84 --time-ticks-at-unix-epoch=-1718771143760489 --running-vivaldi --launch-time-ticks=12200374734 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:238:stefx     103991  0.0  0.0 318404  9088 ?        Sl   09:53   0:00 /usr/libexec/gvfsd-http --spawner :1.21 /org/gtk/gvfs/exec_spaw/8
copy.txt:239:root      114048  0.0  0.0      0     0 ?        I    10:12   0:00 [kworker/0:0-events]
copy.txt:240:root      137447  0.0  0.0      0     0 ?        I    10:59   0:00 [kworker/4:0-cgroup_destroy]
copy.txt:241:root      138224  0.0  0.0      0     0 ?        I    11:00   0:00 [kworker/2:2-events]
copy.txt:242:root      186586  0.0  0.0      0     0 ?        I    12:39   0:00 [kworker/4:1-mm_percpu_wq]
copy.txt:243:root      195596  0.1  0.0      0     0 ?        I    12:56   0:07 [kworker/u16:4-sdma0]
copy.txt:244:root      198638  0.0  0.0      0     0 ?        I    13:02   0:00 [kworker/1:3-ata_sff]
copy.txt:245:root      204190  0.0  0.0      0     0 ?        I    13:12   0:03 [kworker/u16:3-sdma1]
copy.txt:246:root      204482  0.0  0.0      0     0 ?        I    13:13   0:00 [kworker/6:1-events]
copy.txt:247:root      204483  0.0  0.0      0     0 ?        I    13:13   0:00 [kworker/6:2-events]
copy.txt:248:root      209898  0.0  0.0      0     0 ?        I    13:24   0:00 [kworker/5:0-events]
copy.txt:249:root      209960  0.0  0.0      0     0 ?        I    13:24   0:00 [kworker/3:0-events]
copy.txt:250:root      216345  0.0  0.0      0     0 ?        I    13:37   0:00 [kworker/7:0-events]
copy.txt:251:root      217268  0.0  0.0      0     0 ?        I    13:39   0:00 [kworker/5:1]
copy.txt:252:root      219013  0.0  0.0      0     0 ?        I    13:42   0:00 [kworker/2:0-mm_percpu_wq]
copy.txt:253:root      221752  0.0  0.0      0     0 ?        I<   13:48   0:00 [kworker/u17:8-ttm]
copy.txt:254:root      221753  0.0  0.0      0     0 ?        I<   13:48   0:00 [kworker/u17:9-ttm]
copy.txt:255:root      221758  0.1  0.0      0     0 ?        D    13:48   0:01 [kworker/u16:2+events_unbound]
copy.txt:256:root      221884  0.0  0.0      0     0 ?        I    13:48   0:00 [kworker/7:1-cgroup_destroy]
copy.txt:257:root      222226  0.0  0.0      0     0 ?        I    13:48   0:00 [kworker/0:2]
copy.txt:258:stefx     222594  0.7  1.3 1187124176 217364 pts/2 Sl+ 13:49   0:06 /opt/vivaldi/vivaldi-bin --type=renderer --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=142 --time-ticks-at-unix-epoch=-1718771143760489 --running-vivaldi --launch-time-ticks=26629729229 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:259:stefx     222861  0.9  1.1 1189233108 187536 pts/2 Sl+ 13:50   0:07 /opt/vivaldi/vivaldi-bin --type=renderer --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=146 --time-ticks-at-unix-epoch=-1718771143760489 --running-vivaldi --launch-time-ticks=26657647500 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:260:root      224659  0.1  0.0      0     0 ?        I    13:53   0:00 [kworker/u16:5-gfx]
copy.txt:261:root      226251  0.0  0.0      0     0 ?        I    13:56   0:00 [kworker/1:0-mm_percpu_wq]
copy.txt:262:root      227360  0.1  0.0      0     0 ?        D    13:58   0:00 [kworker/u16:0+events_unbound]
copy.txt:263:stefx     228332  0.0  0.0 307604  6016 ?        Sl   14:00   0:00 /usr/lib/x86_64-linux-gnu/xfce4/xfconf/xfconfd
copy.txt:264:root      228391  0.2  0.0      0     0 ?        I    14:00   0:00 [kworker/u16:1-phy0]
copy.txt:265:root      228882  0.0  0.0      0     0 ?        I    14:01   0:00 [kworker/1:4-mm_percpu_wq]
copy.txt:266:stefx     229364 33.2  1.4 1187111812 239996 pts/2 Sl+ 14:02   0:26 /opt/vivaldi/vivaldi-bin --type=renderer --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=155 --time-ticks-at-unix-epoch=-1718771143760489 --running-vivaldi --launch-time-ticks=27431423070 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:267:stefx     229432  0.0  0.6 1187037608 109620 pts/2 Sl+ 14:03   0:00 /opt/vivaldi/vivaldi-bin --type=renderer --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=157 --time-ticks-at-unix-epoch=-1718771143760489 --running-vivaldi --launch-time-ticks=27437350732 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:268:stefx     229441  0.1  0.7 1187055688 121028 pts/2 Sl+ 14:03   0:00 /opt/vivaldi/vivaldi-bin --type=renderer --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=158 --time-ticks-at-unix-epoch=-1718771143760489 --running-vivaldi --launch-time-ticks=27437552301 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:269:stefx     229450  0.0  0.4 1186995976 68288 pts/2 Sl+ 14:03   0:00 /opt/vivaldi/vivaldi-bin --type=renderer --crashpad-handler-pid=4480 --enable-crash-reporter=,stable --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=159 --time-ticks-at-unix-epoch=-1718771143760489 --running-vivaldi --launch-time-ticks=27437572714 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10565190065155468754,5685299254415017819,262144 --variations-seed-version
copy.txt:270:stefx     230093  100  0.0  11304  4096 pts/3    R+   14:04   0:00 ps aux
backup/copy.txt:129:message+     730  0.0  0.0  10916  5504 ?        Ss   06:25   0:02 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
backup/copy.txt:144:stefx       1075  0.2  0.1 121320 20140 ?        S<sl 06:33   0:59 /usr/bin/pipewire
backup/copy.txt:145:stefx       1076  0.0  0.0  95620  5632 ?        Ssl  06:33   0:00 /usr/bin/pipewire -c filter-chain.conf
backup/copy.txt:146:stefx       1078  0.0  0.2 644324 32792 ?        S<sl 06:33   0:04 /usr/bin/wireplumber
backup/copy.txt:147:stefx       1079  0.5  0.1 117348 25208 ?        S<sl 06:33   2:30 /usr/bin/pipewire-pulse
backup/copy.txt:148:stefx       1080  0.0  0.0 314872  9856 ?        SLsl 06:33   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
backup/copy.txt:149:stefx       1081  0.0  0.0  10228  5500 ?        Ss   06:33   0:01 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
backup/copy.txt:151:stefx       1155  0.0  0.0   9736  1540 ?        Ss   06:33   0:00 /usr/bin/ssh-agent x-session-manager
backup/copy.txt:153:stefx       1172  0.0  0.0   9576  4608 ?        S    06:33   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_0
backup/copy.txt:155:stefx       1196  0.0  0.0  81660  3328 ?        SLs  06:33   0:00 /usr/bin/gpg-agent --supervised
backup/copy.txt:179:stefx       1388  0.0  0.2  62868 36588 ?        S    06:33   0:00 /usr/bin/python3 /usr/share/system-config-printer/applet.py
backup/copy.txt:181:stefx       1390  0.0  0.3 515180 51108 ?        Sl   06:33   0:00 /usr/bin/python3 /usr/bin/blueman-applet
backup/copy.txt:194:stefx       3076  0.0  0.6 911396 109384 ?       Sl   06:37   0:02 /usr/bin/qterminal
backup/copy.txt:195:stefx       3087  0.0  0.0  10688  6008 pts/0    Ss   06:37   0:00 /usr/bin/zsh
backup/copy.txt:211:stefx       3642  0.0  0.0  14012  6948 pts/1    Ss   06:37   0:00 /usr/bin/zsh
backup/copy.txt:214:stefx       4424  0.0  0.0  10692  6064 pts/2    Ss   06:38   0:00 /usr/bin/zsh
backup/copy.txt:228:stefx       9475  0.3  0.6 914180 112664 ?       Sl   06:48   1:47 /usr/bin/qterminal
backup/copy.txt:229:stefx       9478  0.1  0.0  16868 10372 pts/3    Ss   06:48   0:38 /usr/bin/zsh
processes.txt:129:message+     730  0.0  0.0  10916  5504 ?        Ss   06:25   0:02 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
processes.txt:144:stefx       1075  0.2  0.1 121320 20140 ?        S<sl 06:33   0:59 /usr/bin/pipewire
processes.txt:145:stefx       1076  0.0  0.0  95620  5632 ?        Ssl  06:33   0:00 /usr/bin/pipewire -c filter-chain.conf
processes.txt:146:stefx       1078  0.0  0.2 644324 32792 ?        S<sl 06:33   0:04 /usr/bin/wireplumber
processes.txt:147:stefx       1079  0.5  0.1 117348 25208 ?        S<sl 06:33   2:30 /usr/bin/pipewire-pulse
processes.txt:148:stefx       1080  0.0  0.0 314872  9856 ?        SLsl 06:33   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
processes.txt:149:stefx       1081  0.0  0.0  10228  5500 ?        Ss   06:33   0:01 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
processes.txt:151:stefx       1155  0.0  0.0   9736  1540 ?        Ss   06:33   0:00 /usr/bin/ssh-agent x-session-manager
processes.txt:153:stefx       1172  0.0  0.0   9576  4608 ?        S    06:33   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_0
processes.txt:155:stefx       1196  0.0  0.0  81660  3328 ?        SLs  06:33   0:00 /usr/bin/gpg-agent --supervised
processes.txt:179:stefx       1388  0.0  0.2  62868 36588 ?        S    06:33   0:00 /usr/bin/python3 /usr/share/system-config-printer/applet.py
processes.txt:181:stefx       1390  0.0  0.3 515180 51108 ?        Sl   06:33   0:00 /usr/bin/python3 /usr/bin/blueman-applet
processes.txt:194:stefx       3076  0.0  0.6 911396 109384 ?       Sl   06:37   0:02 /usr/bin/qterminal
processes.txt:195:stefx       3087  0.0  0.0  10688  6008 pts/0    Ss   06:37   0:00 /usr/bin/zsh
processes.txt:211:stefx       3642  0.0  0.0  14012  6948 pts/1    Ss   06:37   0:00 /usr/bin/zsh
processes.txt:214:stefx       4424  0.0  0.0  10692  6064 pts/2    Ss   06:38   0:00 /usr/bin/zsh
processes.txt:228:stefx       9475  0.3  0.6 914180 112664 ?       Sl   06:48   1:47 /usr/bin/qterminal
processes.txt:229:stefx       9478  0.1  0.0  16868 10372 pts/3    Ss   06:48   0:38 /usr/bin/zsh
  685  cd zaDom
  686  touch processes.txt
  687  ls
  688  echo ps aux > process.txt
  689  cat processes.txt
  690  ps aux echo > process.txt
  691  ps aux -echo > process.txt
  692  ps aux -name > process.txt
  693  ps aux / -name > process.txt
  694  ps aux / -name 1> process.txt
  695  cat process.txt
  696  ps aux
  697  ps aux > process.txt
  698  cat process.txt
  699  clear
  700  ls
  701  cp process.txt copy.txt
  702  mv process.txt processes.txt
  703  ls
  704  cat copy.txt
  705  cat processes.txt
  706  clear
  707  mkdir backup
  708  ls
  709  mv copy.txt backup
  710  ls
  711  cd backup
  712  ls
  713  man cat
  714  cat -n copy.txt
  715  cat copy.txt
  716  man grep
  717  ls
  718  grep -n 
  719  grep copy.txt
  720  grep -rni copy.txt *
  721  cat copy.txt
  722  grep -rni .
  723  grep -n .
  724  grep -rni .
  725  grep -rni
  726  grep -rni .
  727  grep -r .
  728  grep -ri .
  729  grep -i .
  730  grep -ni .
  731  man grep
  732  grep -ri .
  733  grep -rn .
  734  grep -rni .
  735  clear
  736  grep -rni .
  737  grep -rni . > selected.txt
  738  ls
  739  cat selected.txt
  752  grep -rni "/bin" >> processes.txt
  753  cat processes.txt
  754  ls
  755  cd backup
  756  ls
  757  cat copy.txt
  758  cat selected.txt
  759  cd-
  760  cd -
  761  ls
  762  cd backup
  763  ls
  764  mv copy.txt /home/stefx/zaDom/processes.txt
  765  ls
  766  cd
  767  ls
  768  cd zaDom
  769  ls
  770  ps aux > processes.txt
  771  cat processes.txt
  772  ls
  773  cp processes.txt backup copy.txt
  774  cp processes.txt backup/copy.txt
  775  ls
  776  cat processes.txt
  777  cd backup
  778  ls
  779  cat copy.txt
  780  ls
  781  cd -
  782  ls
  783  grep -rni "/bin" >> backup/selected.txt
  784  ls
  785  cd backup
  786  ls
  787  cat selected.txt
  788  history
  789  grep -rni history
  790  ls
  791  grep -rni history > commands.txt
  792  ls
  793  cat commands.txt
  794  history > commands.txt
  795  cat commands.txt
  796  history > commands.txt | tail -n 110
  797  cat commands.txt
  798  history commands.txt | tail -n 110 > commands.txt
  799  history > commands.txt | tail -n 110
  800  cat commands.txt
  801  clear
  802  cat commands.txt
  803  history | tail -n 110 > commands.txt
  804  cat commands.txt
